"bin_rounded","BCL2_mean"
0.1,0.642642337968399
0.2,0.620471162958141
0.3,0.551951046859054
0.4,0.599188306681463
0.5,0.496673407659799
0.6,0.578990516217559
0.7,0.56210998477726
0.8,0.55272545660543
0.9,0.594201199330935
