"bin_rounded","BAX_BCL2_ratio"
0.1,0.0359724222373638
0.2,0.0504499170124876
0.3,0.0480380722569638
0.4,0.0574888087482962
0.5,0.0540665104459549
0.6,0.0418375387608864
0.7,0.0431981796274617
0.8,0.0427695188155789
0.9,0.0362024964380288
